,Content,Lang,Leng,Portal,Channel
3439," Atakują Panią kurator oświaty Barbara Nowak za to, że publicznie odmawia różaniec. Tolerancja tej tolerancyjnej opozycji kończy się tam, gdzie zaczynają się wartości patriotyczne, wartości katolickie, gdzie zaczynają się jakiekolwiek wartości.",pl,244,ytshorts,PrawicowyInternet
3440," Widzę, że kilku politykom i celebrytom nie poszły aukcje na Wośpie. Mamy na przykład marszałek Sejmu, byłą prawdziwą prezydent, która na licytacji zrobiła taki wynik jak w wyborach prezydenckich. I mamy też celebrytkę znaną z bluzgania strażników granicznych, gdzie widzimy, że nie było ofert kupna. Musieli jeszcze raz wystawić całą licytację. Ale wiecie jak to działa? Masa tych polityków i celebrytów sama sobie podbija te licytacje, żeby było, że za więcej chce ktoś z nimi pójść na spacer czy zjeść kolację. I samo działają plebiscyty polska presu. Działały i działają, że ktoś jest nominowany do osobowości roku, a później sam wysyła na siebie sms-y i daje zarobić wydawnictwu.",pl,684,ytshorts,PrawicowyInternet
3441," Wskubiące nad Zegrzem, rosyjska ambasada dzierżawiła od lasów państwowych ośrodek wypoczątkowych. Kiedy zaczęła się wojna na Ukrainie, kiedy Rosja zaatakowała Ukrainę, lasy państwowe wypowiedziały ambasadzie umowę. Straż Leśna wkroczyła dziś na teren ośrodka. Rosjanie zostawili go w takim stanie. Całkowicie zdewastowali. I co mi to przypomina? Jeden z najgorszych czerwońców, Cimoszewicz. Już za naszych rządów również zdawał widle, którą przez kilkanaście lat dzierżawił. I cytuję. Pozrywane kable, wycięte framugi, okien, brak drzwi. Tak wygląda słynna leśniczówka w puszczy białowieskiej. Widocznie tak to już u tych czerwonych bywa.",pl,639,ytshorts,PrawicowyInternet
3442," Jeszcze jedna mała rzecz. Ciekawe ile osób, tych, spośród tych, którzy darli się w niebogłosy o wolnych mediach, ile z tych osób dzisiaj choćby napisze post o Konfederacji i o tym co się stało? Ile osób upomni się o to, że partia polityczna została ocenzurowana? Ile osób napisze do Facebooka w tej sprawie z całej tej naszej patologicznej, totalnej opozycji? Moim zdaniem oni nie tylko nie będą widzieć w tym zupełnie niczego złego. Ci ludzie po prostu będą się cieszyć, że ich przeciwnicy polityczni zostali całkowicie usunięci z Facebooka, pozbawieni możliwości kontaktu ze swoimi wyborcami. To jest właśnie patologiczna opozycja. Pozdrawiam.",pl,646,ytshorts,PrawicowyInternet
3443," Pączek rarytasem krzyczy grafika na profilu Platformy Obywatelskiej. Jednocześnie pani Marta Wcisło rozdaje pączki, już co prawda te takie najtańsze za 40-50 groszy i jednocześnie w mediach tych skrajnie lewicowych jak Gazeta Wyborcza publikowane są wpisy, że ludzie stoją po kilka godzin w kolejce po pączkach. Coś im się chyba rozjechał przekaz i ten przekaz skrajnie pokazuje co robi Platforma Obywatelska. Ich celem jest przedstawienie Polski, Polaków jako ludzi których na nic kompletnie nie stać.",pl,503,ytshorts,PrawicowyInternet
3444," Stany Zjednoczone przekażą Polsce ponad miliard czterysta milionów złotych na cele militarnie. W tym samym czasie Unia Europejska nie przekazała Polsce od lutego ani jednego euro dodatkowych środków na pomoc uchodźcom z Ukrainy. Przyjęliśmy miliony osób. Ale za to na polityczne polecenie opozycji Unia Europejska nałożyła na Polskę de facto wyższe sankcje niż na samą Rosję. A politycy opozycji chwalą się jeszcze, że jak Platforma Obywatelska czy jak opozycja dojdzie do władzy to środki te będą Polsce wypłacane. To jest skrajna bezczelność, którą Ursula von den Leyen pokazała w stosunku do Włoch grożąc im, że jeśli wybiorą prawicę to będą postępować z nimi jak z Polską. I jeszcze dodatkowe pytanie, gdzie są obiecane od Niemiec czołgi?",pl,743,ytshorts,PrawicowyInternet
3445," To już 604 dni od kiedy marszałek Tomasz Grocki chowa się za immunitetem. Ale za to, pozywa dziennikarzy. I sprawy, które się toczą, są z wyłączeniem jawności. Czego boi się marszałek Tomasz Grocki? Jak myślicie?",pl,213,ytshorts,PrawicowyInternet
3446," To jest George Clooney Na pewno znacie, celebryta, bardzo znany aktor na całym świecie On bardzo często zabiera głos w sprawach związanych ze zmianami klimatycznymi No i mówi, uczy, poucza, co należy zrobić, żeby tych zmian klimatycznych nie było, jak należy zmieniać nasze społeczeństwo A to jest jego prywatny odrzutowiec Który w ciągu jednej podróży zapewne pali więcej niż twój samochód w przeciągu całego twojego życia I to są właśnie celebryci, którzy pięknie opowiadają, którzy mówią o tym, jak wy macie się zmieniać Że macie rezygnować z podróży zwykłych samolotem, transportem publicznym Że macie rezygnować z samochodów, najlepiej złomować swoje samochody, kupować elektryki albo wcale nie jeździć samochodem Że macie jeść robale zamiast mięsa Że macie zupełnie rezygnować z mięsa A sami co robią, to widzicie",pl,820,ytshorts,PrawicowyInternet
3447," Słuchajcie, od pewnego czasu poglądowo nie jest mi już najbliżej z panem Stanisławem Michalkiewiczem. Ale przeczytałem za młodu większość jego ówczesnych książek i kiedy atakuje go gazeta wyborcza za to, że użył słowa na RZ. Słowa, za które w Polsce mogą posypać się bany, zawiadomienia do prokuratury, szczególnie jak się mówi o czymś pochodzeniu, nawet jeśli jest to prawdziwe pochodzenie tej osoby. No ale dla mnie pomimo tego, że dzisiaj już może nie jest mi tak do końca blisko z panem Stanisławem, to pan Stanisław zawsze będzie intelektualnie, moralnie górować nad każdą jedną osobą, która pisze w gazecie wyborczej czy pracuje w TVN.",pl,642,ytshorts,PrawicowyInternet
3448," Uwaga, będziemy mieć zagadkę matematyczną dla Donalda Tuska. Na nasze to będzie mniej więcej. No to by pana 200 złotych. Na tej palecie, na tej jednej palecie jest 18 milionów euro. I teraz pytanie do pana Donalda. W ilu torbak z biedronki, nawet takich większych, zmieści się to, co pokazał na palecie? Może zadzwonić do przyjaciela pod warunkiem, że wybierze własnego syna. Pozdrawiam.",pl,388,ytshorts,PrawicowyInternet
3449," Mam do Was takie pytanie. Przyjeszcza zagraniczna, powiedzmy niemiecka czy duńska firma dogaduje się z rolnikiem, że stawiają wiatrak u niego na polu. Być może jakiś już używany przez x lat w Niemczech czy w Danii. I ta firma płaci temu rolnikowi nawet przez 20 lat, ale drodzy Państwo, nagle po tych 20 latach, kiedy należałoby ten wiatrak rozebrać, firma ogłasza fikcyjną upadłość. I co ma zrobić rolnik, który na bieżąco wydawał pieniądze, które dostawał od tej firmy? Skąd ma wziąć setki tysięcy złotych na to, żeby taki wiatrak zutylizować? A kto jest mu w stanie zagwarantować? Kto państwu polskiemu jest w stanie zagwarantować, że takie historie nie będą miały miejsca?",pl,677,ytshorts,PrawicowyInternet
3450," Patrzcie, mały Jedi z Aslau, ale ewidentnie moc jest w nim silna.",pl,66,ytshorts,PrawicowyInternet
3451," Opozycja pół dnia żyła tym, że prezydent Stanów Zjednoczonych ma się spotkać z Trzaskowskim, Tuzkiem i Grodzkim. Co z tego wyszło? Czytamy na interii. Politycy kolejno podchodzili do Bajdena i wymieniali z nim kilka zdań. Najdłużej na kilkadziesiąt sekund przy Bajdenie zatrzymał się Trzaskowski. Czyli podejście do faceta, zrobienie sobie z nim wybłaganego zdjęcia. To jest wszystko na co stać dzisiaj obóz, któremu Gazprom zawdzięcza darowanie miliarda złotych. To jest obóz, który Nord Stream nazywał prywatną inicjatywą firm. To jest obóz, którego lider Putina zabierał na przechadzkę po molo i romantyczną rozmowę i szeptanie sobie do łóżka.",pl,647,ytshorts,PrawicowyInternet
3452," Pan prezydent Andrzej Duda od jakiegoś czasu atakuje ustawę o sądzie najwyższym. I najdziwniejsze w tym jest to, że to jego własna ustawa. Naszą ustawę, ustawę przygotowaną przez polityków Solidarnej Polski, Pan Andrzej Duda zawetował w 2017 roku. A co ważne, ta nasza ustawa była tym, co zostało obiecane wyborcom w 2015 roku. W wyborach w programie Prawa i Sprawiedliwości Zjednoczonej Prawicy. Ta obecnie obowiązująca ustawa nie jest idealna, ale jest znacznie lepsza niż obecne prezydenckie propozycje, które sparaliżowałyby całe polskie sądownictwo. Pan prezydent ma teraz wybór. Albo wola swoich wyborców, wyborców Zjednoczonej Prawicy, albo wola jakiś urzędników z Brukseli.",pl,682,ytshorts,PrawicowyInternet
3453," 5 prawd Polaków spod znaku rodła, które każdy z Was powinien znać, pamiętać i nosić w sercu. Po pierwsze, jesteśmy Polakami. Po drugie, wiara ojców naszych jest wiarą naszych dzieci. Po trzecie, Polak Polakowi bratem. Po czwarte, Polak narodowi służy. Piąte, Polska matkom naszą o matce nie można mówić źle.",pl,308,ytshorts,PrawicowyInternet
3454," Szymon Hołownia mówi już wprost, żeby zlikwidować gotówkę i wprowadzić pieniądz cyfrowy. Trzeba skończyć z gotówką i przyjąć pieniądz cyfrowy, tak czy nie? Tak, jak najszybciej tak. Ale wcześniej euro trzeba przyjąć. Szymon Hołownia jest gościem Radia Z. A ja powiem bardzo krótko, ale w imieniu sądzę, że całej Solidarnej Polski. Brońmy gotówki. Brońmy swobodnego dostępu do gotówki i co równie ważne, brońmy polskiej złotówki.",pl,429,ytshorts,PrawicowyInternet
3455," Pani Janina Ochońska szokuje już od lat, ponieważ to nie jest pierwszy jej wybryk. My jako fundacja wielokrotnie już zgłaszaliśmy do prokuratury jej wypowiedzi na temat polskich mundurowych, żołnierzy i strażników granicznych. Niestety ona ma imunitet, ale... Pamiętajmy jeszcze co mówiła wcześniej. Wszystkie najgorsze głupstwa, najgorsze obelgi, które mogła rzucić, które wówczas padały w czasie tego kryzysu, tej wojny hybrydowej na granicy, no to ona to używała. I w jej przypadku ona jest europosłem. Te słowa padały również na arenie międzynarodowej. Więc musimy wiedzieć, że nie tylko docierały do Polaków, ale one również docierały do opinii publicznej w całej Unii Europejskiej. Więc tym bardziej zawiniła. I ja osobiście liczę, że ta kobieta zaraz jak tylko straci imunitet, bo nie wyobrażam sobie, żeby ktokolwiek ją wystawił nawet na liście wyborczej do Parlamentu Europejskiego czy do Parlamentu, liczę, że poniedziałek nie będzie.",pl,945,ytshorts,PrawicowyInternet
3456," Po to mamy mądrość, po to mamy doświadczenie wywozów historii, po to są też polscy politycy, aby reprezentować polskie interesy, ale niemieckie, jak to był Donald Tusk. Na tym polega różnica między Donaldem Tuskiem, Azby Giewem Ziobro i Solidarną Polską, a Platformą Obywatelską.",pl,280,ytshorts,PrawicowyInternet
3457, Dziś minister Czarnek pokazał jak należy odpowiadać na natarczywe i skrajnie głupie pytania. O tak. Pan by chciał ustawowo zakazać seksu dla przyjemności. Czy pani jest głupia czy pani po prostu tak mówi?,pl,205,ytshorts,PrawicowyInternet
3458," Wtedy miała zastopować import rosyjskiego węgla do Polski. Przed chwilą tutaj jeden z posłów zaproponował, aby Polska samodzielnie nałożyła embargo na węgiel rosyjski. Fajnie o tym podyskutować, kiedy ma się mało wyobraźni albo mało wiedzy.",pl,241,ytshorts,PrawicowyInternet
3459," Jakie macie pierwsze skojarzenie, kiedy słyszycie o Szwajcarii? Zapewne większość z Was nie ma żadnych negatywnych skojarzeń z tym państwem. A dosłownie kilka dni temu Szwajcaria odmówiła leczenia ukraińskich żołnierzy, bo chce zostać neutralna. Jak szwajcarska neutralność objawiała się na przestrzeni ostatnich kilkudziesięciu lat? Między innymi tak, że ich banki dorobiły się potężnych pieniędzy, miliardów i szwajcarskiego dobrobytu na tym, że współpracowały z Trzecią Rzeszą, współpracowały z nazistami i zarabiały na tym, że płynęło tam polskie i żydowskie, żydowskich polskich z Polski obywateli złoto. Czyli zarabiali na krwi polskich obywateli. Pamiętajcie o tym.",pl,673,ytshorts,PrawicowyInternet
3460," Szymon Hołownia do Polski zaprosił Gaja Ferchowstata. To jest ta polityczna kanalia, która dziesiątki tysięcy polskich patriotów, ludzi, którzy obchodzili święto niepodległości, nazwała nazistami. Jak nazwać takie zachowanie Szymona Hołowni lidera Polski 2050? Ja kulturalnie tego nazwać nie potrafię.",pl,302,ytshorts,PrawicowyInternet
3461," Zapewne kojarzycie hasło Konfederacji PiS PO 1 Zło. Ich okrzyki o tym, że PiS nikogo nie skazał. Dzisiaj w Sejmie miało miejsce głosowanie nad odebraniem imunitetu jednej, moim zdaniem, z najbardziej żenujących postaci opozycji posłowi Platformy Obywatelskiej Sławomirowi Nitrasowi. Jak zagłosowali posłowie Konfederacji? Nikt, ani jeden nie zagłosował za tym, żeby odebrać Nitrasowi imunitet. Tak samo posłowie Kukiz 15, tak samo posłowie Porozumienia Lewicy Koalicji Obywatelskiej. Wielka koalicja w obronie Sławomira Nitrasa. Obrzydliwe.",pl,541,ytshorts,PrawicowyInternet
3462," Jerzy Sztur po tym jak został zatrzymany za prowadzenie po pijaku i uderzenie motocyklisty opublikował na profilu swojego syna Macieja informacje o tym, że z całą pewnością nie uciekł z miejsca zdarzenia. Prawie od razu po tym opublikowałem film z pytaniem do pana Sztura. Czy przypadkiem nie kłamał? Fakt podaje dziś zeznania motocyklisty. Cytuję Czekam na komentarz wszystkich celebrytów, którzy stawali w jego obronie.",pl,422,ytshorts,PrawicowyInternet
3463," O czym trzeba powiedzieć, to co jest bardzo ważne. Na samym początku tej katastrofy, która miała miejsce na Odrze, wody PZW od razu opublikowało taki bardzo mocny komunikat, w którym atakowano Wody Polskie. I warto się zastanowić, dlaczego zaatakowano akurat tę instytucję. Bo jakiś czas temu Wody Polskie opublikowały taki swój pomysł na to, jak uprościć życie wędkarzom. Czyli wprowadzić jednolitą opłatę. Że każdego, który zapłacisz raz w Polsce daną sumę i możesz łowić na bardzo wielu terenach, to odebrałoby źródło finansowania PZW. A tam zatrudnionych są setki osób. W każdym jednym zarządzie, w którym jest cała masa w Polsce, ludzie zarabiają naprawdę duże pieniądze. Więc przypuścili atak na tę instytucję, która po prostu chciała ułatwić życie wędkarzom.",pl,766,ytshorts,PrawicowyInternet
3464," Symbolicznie, bo w dwudziestopięciolecie TVN-u umiera Jerzy Urban. TVN-owi życzę, żeby to był ich ostatni rok w Polsce. Dla mnie nie jest to telewizja, jest to po prostu coś na wzór partii politycznej. I to akurat muszę pochwalić, bo wielu tych tak zwanych dziennikarzy, a w rzeczywistości polityków, ma dużo lepszego skilla medialnego od polityków koalicji obywatelskiej PSL-u czy Lewicy. Mają większe zasięgi i tak naprawdę realizują postulaty opozycji, bo oni w mediach społecznościowych nie przedstawiają się jako dziennikarze bardzo często, tylko publikują swoje tezy, publikują swoje poglądy polityczne, czyli robią dokładnie to samo, co politycy tylko że skuteczniej.",pl,675,ytshorts,PrawicowyInternet
3465," Żebyśmy żyli nadal w Hereru, w Hererii, czy też chcemy żyć wolniej.",pl,68,ytshorts,PrawicowyInternet
3466," ... nawet jak było, to może ja Pani przypomnę. To była czysta prowokacja. Nikt nie Pani nie kłamie, bo to poszło na cały świat, a Pani dobrze wie i to chodziło tylko po to, żeby pokazać, że nasze służby w taki sposób traktują demonstraty. A Pani Mosz tutaj jest zwykłym prowokatorem, który się po prostu oszmieszy. Dziękuję bardzo.",pl,332,ytshorts,PrawicowyInternet
3467," Wraca sprawa karna, którą wytoczyłem hejterowi z Gazety Wyborczej. Na początku roku w Wyborczej pochwalono się tym, że wygrali ze mną sprawę. Jak ta wygrana wyglądała? Także dwie minuty przyjechałem spóźniony na posiedzenie pojednawcze. Jechałem prosto z porodówki. Sędzia nieobłaganie powiedział, że sprawa już zamknięta. Po dwie minuty się spóźniłem. Dzisiaj sąd okręgowy przywrócił sprawę. Uznał, że tak naprawdę w takich okolicznościach no to sędzia powinien podejść po prostu po ludzku. Mając świadomość tego, że ktoś musiał zawieźć rodzącą żonę do szpitala i z tego powodu spóźnił się dosłownie dwie minuty. Zatem, szanowny redaktorku z Gazety Wyborczej, sprawa karna jest w toku i pokażemy twoje podłe, obrzydliwe kłamstwa.",pl,731,ytshorts,PrawicowyInternet
3468," Panie i Panowie, towarzysze i towarzyszki. Dzisiaj w Polsce obchodziliśmy Dzień Pamięci Żołnierzy Wyklętych. Żołnierzy, którzy po II Wojnie Światowej walczyli pod ziemią z komunistycznym okupantem Polski. Balczyli po amnestii, walczyli do śmierci Stalina, a ostatni z nich poległ dopiero w 1963 roku. Dzisiaj młode pokolenie Polaków przywraca pamięć o bohaterach walczących z komunizmem. Ci młodzi ludzie prosili mnie, żebym powiedział Państwu o żołnierzach niezłomnych i uczcił tym wystąpieniem ich pamięć. Mówimy im cześć i chwała. Mówimy cześć i chwała bohaterom, ale ilekło wchodzę do tego budynku, przez bramę z napisem Altiero Spinelli, powtarzam sobie ich zawołanie. Rew z komunizmem, śmierć komunistom. Dziękuję za uwagę.",pl,730,ytshorts,PrawicowyInternet
3469," To jest dzisiaj twarz opozycji. To jest człowiek, który zgrywa Lorda, jest zwykłym prostakiem, zwykłym chamem i zwykłą ruską onucą. Kolejny już raz jego wypowiedzi są używane w rosyjskiej propagandzie, w narracji przeciwko Polsce. A przypomnijmy, że to właśnie on miał być kandydatem na premiera opozycji.",pl,306,ytshorts,PrawicowyInternet
3470," Panie Donaldzie, mam bardzo krótkie i bardzo proste pytanie. Skąd Pański najbliższy współpracownik Radosław Sikorski wziął 800 tysięcy euro? Ma wpisane jakieś konsultacje, 4 miliony złotych. Jedna z najbardziej wyrazistych postaci Platformy Obywatelskiej, typowany znowu na ministra spraw zagranicznych Platformy Obywatelskiej, a nie wiemy skąd wziął 4 bańki złotych prawie za jakieś nie wiadomo jakie konsultacje. No to jest chyba coś do wyjaśnienia. Solidarna Polska zgłosiła już sprawę do CBA. Mam nadzieję, że dowiemy się skąd Radosław Sikorski ma 800 tysięcy euro, bo patrząc na jego ostatnie wypowiedzi, z których masowo korzysta rosyjska propaganda, mam nadzieję, że nic złego się nie dowiemy.",pl,701,ytshorts,PrawicowyInternet
3471, Od lipca urząd ds. cudzoziemców wydał 269 decyzji w sprawie obywateli Iraku. Zgadnijcie ile pozytywnych. Ani jednej. Zatem Polska pozdrawia. Żegnajcie.,pl,152,ytshorts,PrawicowyInternet
3472," Najnowszy raport organizacji, która zrzesza burmistrzów największych miast na świecie. Do tej organizacji należy Warszawa. Jak czytamy, będziecie mogli zjeść teraz 16 kilo mięsa rocznie na osobę. Sprawdźmy. To jest około 40 gram mięsa dziennie. Najecie się? Dzisiaj spożycie mięsa w Polsce to około 70 kilogramów na osobę. Czyli kilkukrotnie mniej będziecie musieli spożywać. Tak wam nakażą. Ale to nie wszystko. Jeszcze chcą wprowadzić inne ograniczenia. Drodzy Państwo, 90 kilo na biału rocznie. Czyli około 250 gram dziennie. Obecnie jest to około 200 kilogramów. Ale mamy jeszcze inne ograniczenia. Mamy jeden lot na osobę na dwa lata.",pl,640,ytshorts,PrawicowyInternet
3473," Zobaczcie to krótkie nagranie z wczoraj. ...zadszedł zamku królewskiego tam to najważniejsze przemówienie... Klich. Ty prosty człowieku, ty prosty chamie. Nie powiem, że to jest poziom przedszkola i piaskownicy, bo dzieci w przedszkolu mają więcej kultury. Ty byłeś ministrem obrony narodowej w rządzie Tuska. W czasie kiedy po Smoleńsku oddaliście śledztwo Rosjanom. Ty powinieneś z Tuskiem trafić przed Trybunał Stanu. Pomimo tego Jarosław Kaczyński próbuje Ci podać rękę, a Ty tę rękę odrzucasz. Ja uważam, że takimi ludźmi w polskich ministerstwach nie należałoby nawet podłogi wycierać. To jest poziom ludzi Tuska.",pl,620,ytshorts,PrawicowyInternet
3474," Zakupy zrobione Cześć Donald, właśnie byłem w Biedronce Niosę reklamówkę, ale tym razem to nie jest reklamówka dla Ciebie To jest reklamówka mówiąca o Twoim kłamstwie No to zacznijmy od pomidorów Ty mówisz, że kosztują tyle Dzisiaj kilo pomidorów prawie trzyma się A w rzeczywistości 10,99 Pierwsze kłamstwo Dalej była cebula Mówisz, że kosztuje 6 złotych W rzeczywistości kosztuje 4,99 No i rekordzista, Ty miałeś rekordzistę, masz też rekordzistę w kłamstwie To jest... Schab Taki log, gdzie to jest prawie 21 złotych? Mówisz, że twój ulubiony, ale nie znasz jego ceny Bo mówisz, że 21 złotych, a w rzeczywistości 14,79 I... 30% różnicy W tym co powiedziałeś od rzeczywistej ceny Ale te procenty są dla Was bardzo, bardzo takie niewygodne Bo porównajmy zarobki Kiedy kończyliście swoje rządy",pl,794,ytshorts,PrawicowyInternet
3475," Dzień dobry. Witam serdecznie. Nie rozmawiać z nim. Pyta.pl. Nie można. Zakaz jest rozmawiania z Pyta.pl, bo wtedy dostajecie bany wszędzie gdzie tylko można. Patryk Sykut, który z reguły stoi za kamerą Pyta.pl. Oto ja. Dzisiaj w Szczecinie. Szanowny Panie Patryku, co Ci się najbardziej podoba w moim pięknym mieście? Na ten moment mi się podoba widok, który tutaj mamy z drugiej strony. Czyli tam gdzie pracuje nasz szanowny kolega Mateusz. Mateusz, pozdrawiamy Mateusza. Pan wicewoje Woda. Wygląda trochę jak w Budapeszcie. Tylko że ładniej. Nie ma meneli leżących wszędzie jak w Budapeszcie. Naprawdę, bo tam leży ich bardzo dużo. No i co? Fajne jedzonko. Jest bardzo fajne stare miasto, którego nie ma. Tym razem przyjezdnego nie zabrałem do Kolumbusa na Żaberka. Nie mogą się media czepiać. Ale też było niezłe, nie? Bardzo fajnie, tak. Burger kosztował około 180 zł, ale tutaj na kąto. Euro. Było tak niedaleko granica, to euro.",pl,936,ytshorts,PrawicowyInternet
3476," Donald Tusk chce pozwać TVP za materiał, w którym przedstawiono jego archiwalne wypowiedzi na temat Rosji i Putina. Donaldzie, byłeś najbardziej prorosyjskim premierem w historii III RP. Pozwij mnie.",pl,200,ytshorts,PrawicowyInternet
3477," Właśnie czytam, że poseł Nitras twierdzi, że Radio Szczecin naruszyło dobra osobiste sławomira Nitrasa w postaci dobrego imienia.",pl,130,ytshorts,PrawicowyInternet
3478," daje do zrozumienia, że na Ukrainie nie zamierza poprzestać. Dziękuję bardzo. Pani redaktor, powiem tak. Może nie będzie to jakoś bardzo polityczne, ale to jest takie powiedzenie w Polsce brzydkie. Zresztą nie straż, nie straż.",pl,228,ytshorts,PrawicowyInternet
3479," Wróćmy na chwilę do Jerzego Stura, wybitnego aktora, moralisty, praworządnego człowieka. Zacytuję fragment jego wypowiedzi. Dla mnie Polska tego lata to był pijany Polak w morzu i pięciu ratowników, którzy go wyciągali. Dla mnie lato tego roku to pijany, który z Giewontu nie mógł zejść i helikopter go musiał ściągać. Inna wypowiedź. Jak się mnie Pani pyta, jak się czuję jako Polak za granicą, to powolutku, już mówię żonie, na ulicy tylko niezagłośno po polsku. Panie Jerzy, moralisto, mam jedną tylko prośbę. Za granicą nie mów wcale po polsku.",pl,549,ytshorts,PrawicowyInternet
3480," Obronę polskiej granicy Janina Ochoiska nazwała ludobójstwem. Janino Ochoiska, twój immunitet kiedyś się skończy i odpowiesz za wszystkie tego typu brednie o Polsce i polskich żołgach.",pl,185,ytshorts,PrawicowyInternet
3481," Papież Franciszek zabrał głos w sprawie Ukrainy. Pisze, wszyscy jesteśmy winni. Nie, nie wszyscy jesteśmy winni. Winny jest on, winna jest Rosja, winni są Rosjanie. Winni ludobójstwa.",pl,184,ytshorts,PrawicowyInternet
3482," Jeden z podnóżków putinoskich kadyrów stwierdził, że Rosja pomoże Śląskowi uzyskać niepodległość od Polski. I zestawmy to tylko z wypowiedzią Europosła z Polski, który jakiś czas temu powiedział, że nie idźcie tą drogą, bo zrobimy Wam tutaj na Śląsku czwarte powstanie. Dzięki za uwagę!",pl,287,ytshorts,PrawicowyInternet
3483," Ale to jest wyjątkowa bezczelność. Dzisiaj w fakcie. Tusk na wcześniejszej emeryturze dostaje z Brukseli 21 tysięcy złotych. Facet ma 65 lat. Wszystkich Polaków za swoich rządów razem z Kosiniakiem Kamyszem z PSL-u chcieli na emeryturę wysyłać w wieku 67 lat. Czyli on tak jakby dwa lata wcześniej poszedł sobie na wcześniejszą emeryturę za wysługę państwu niemieckiemu i Brukseli. A Polki, w tym wasze mamy, wasze babcie, ale też wasi ojcowie, mieli pracować do 67 roku życia. Kobiety o 7 lat dłużej. Wiecie, ja mam o nim zdanie jak najgorsze. Z tym zdaniem od dawna powinien gnić w więzieniu skazany przez Trybunał Stanu. Ale jak ktokolwiek jeszcze może tej twarzy ufać?",pl,673,ytshorts,PrawicowyInternet
3484," Takie publiczne pytanie, czy niezależni sędziowie to sędziowie, którzy walą wódę czy wino z czołowymi politykami opozycji? Czy praworządnością jest sytuacja, w której sędzia na imprezie z politykiem, od tego polityka otrzymuje wypełnioną czymś reklamówkę? Czy nie może budzić to podejrzeń obywateli naszego państwa, którzy przed sądem jedyne czego się domagają to bezstronności i sprawiedliwości? Czym dla opozycji, szczególnie tej w Gdańsku, w Trójmieście jest praworządność, to wszyscy pamiętamy. Pamiętamy sędziego milewskiego, tak zwanego sędziego na telefon.",pl,564,ytshorts,PrawicowyInternet
3485," Słyszeliście ten potężny trzask pewnej części ciała opozycji? To trzask spowodowany wynikami finansowymi Orlenu, polskiej strategicznej spółki. Dzięki której, między innymi, nie będziecie musieli aż tyle dopłacać do rosnących cen energii. Co może powodować taką wielką frustrację z powodu tego, że polska spółka sobie dobrze radzi? Może to, że przejmuje kolejne rynki zagraniczne. Co może powodować frustrację polityków Platformy Obywatelskiej? To, że Orlen przejmuje coraz bardziej rynek sprzedaży paliw w Niemczech. Na przecież dotychczas to Niemcy mogli sobie zamknąć stocznie w Szczecinie, Niemcy mogli sobie wykupić za bezcen cukrownie w Polsce, je wszystkie pozamykać i jeszcze na tym zarobić. Niemcy mogli ściągać polskich pracowników wykwalifikowanych, wyuczonych za pieniądze w Polsce i wykorzystywać ich dla swojej gospodarstwy.",pl,839,ytshorts,PrawicowyInternet
3486," Kiedy myślisz, że Rafał Trzaskowski niżej już upaść nie może? On dokonuje ze szczególnym okrucieństwem gwałtu na logice zapraszając Barbarę Kurdej Szatan na kampus Polska jako ofiarę hejtu, jako osobę, która ma mówić jak radzić sobie z hejtem. Kobieta, która w obliczu wojny, w obliczu wojny hybrydowej na naszej granicy bluzgała od najgorszych polskich mundurowych będzie u Trzaskowskiego opowiadać jak radzić sobie z hejtem. Mówię to jeszcze raz, powtarzam. Bo to wstyd, że nada kompromitacja dla samego Trzaskowskiego. Imprezę sponsorują Niemcy. Zaprasza na nią Trzaskowski.",pl,578,ytshorts,PrawicowyInternet
3487," Lewica się chwali, że Aleksander Kwaśniewski będzie głosować na lewice. Kim jest Aleksander Kwaśniewski? Jedną z najbardziej obrzydliwych, czarwonych osób w historii III RP. To jest oczywiście moja prywatna opinia. Ale może zaznaczmy co Aleksander Kwaśniewski robi od kiedy przestał być prezydentem RP. Może zadajmy pytania. Czy pracował dla Mikoły Złoczewskiego oligarchy w rządzie Janukowicza? Czy pracował dla Mikoły Złoczewskiego oligarcha w Rosji, skazany przez ukraińskie władze na kilkanaście lat więzienia? Czy Kwaśniewski w jakikolwiek sposób pracował bądź był powiązany z instytucjami Wiaczesława Kantora, Pupila Putina? Czy Aleksander Kwaśniewski odznaczył tego człowieka jakimś państwowym medalem, kiedy był prezydentem? Czy Kwaśniewski pracował dla dyktatora Nazarbajewa?",pl,785,ytshorts,PrawicowyInternet
3488," Szanowni Państwo, za godzinę 2 zaczniecie zasiadać do wigilijnych stołów. Pamiętajmy o tym rzeczywistym, głęboko religijnym wyrazie świąt Bożego Narodzenia. Pamiętajmy o naszych polskich tradycjach, bo to właśnie w takich najmniejszych szczególikach tkwi nasza kultura, nasza polska katolicka tożsamość. Nie możemy o tym zapominać i nie możemy zapominać o jednej takiej społecznej tradycji. Tradycji pomocy, szczególnie w tym okresie bożonarodzeniowym, ubogim, samotnym i chorym. Szanowni Państwo, najlepsze życzenia, błogosławionych, wesołych świąt Bożego Narodzenia oraz pomyślności w nadchodzącym roku. Roku szczególnie istotnym, jeśli chodzi o przyszłość naszej Ojczyzny. Wszystkiego dobrego, Dariusz Matecki.",pl,714,ytshorts,PrawicowyInternet
